START_ID,END_ID,TYPE
place_zurich_switzerland,fact_place_place_zurich_switzerland_industry_is_of_great_importance_in_zurich,HAS_FACT
place_oerlikon_zurich_switzerland,fact_place_place_oerlikon_zurich_switzerland_mechanical_engineering_is_found_in_oerlikon,HAS_FACT
place_albisrieden_zurich_switzerland,fact_place_place_albisrieden_zurich_switzerland_mechanical_engineering_is_found_in_albisrieden,HAS_FACT
place_altstetten_zurich_switzerland,fact_place_place_altstetten_zurich_switzerland_mechanical_engineering_is_found_in_altstetten,HAS_FACT
place_schlieren_zurich_switzerland,fact_place_place_schlieren_zurich_switzerland_mechanical_engineering_is_found_in_schlieren,HAS_FACT
place_schlieren_zurich_switzerland,fact_place_place_schlieren_zurich_switzerland_there_is_a_wagon_factory_in_schlieren,HAS_FACT
place_dietikon_zurich_switzerland,fact_place_place_dietikon_zurich_switzerland_cotton_industry_is_found_in_dietikon,HAS_FACT
place_zurich_switzerland,fact_place_place_zurich_switzerland_the_large_railway_junction_zurich_dominates_the_traffic_lines_of_the_district,HAS_FACT
place_chur_switzerland,fact_place_place_chur_switzerland_the_lakeside_railways_along_the_lake_mediate_traffic_with_chur,HAS_FACT
place_arlberg_austria,fact_place_place_arlberg_austria_the_lakeside_railways_along_the_lake_mediate_traffic_with_the_arlberg,HAS_FACT
place_baden_switzerland,fact_place_place_baden_switzerland_the_line_to_baden_leads_to_western_switzerland_and_basel,HAS_FACT
place_basel_switzerland,fact_place_place_basel_switzerland_the_line_to_baden_leads_to_western_switzerland_and_basel,HAS_FACT
place_affoltern_zug,fact_place_place_affoltern_zug_a_branch_line_goes_to_affoltern_zug,HAS_FACT
place_schaffhausen_switzerland,fact_place_place_schaffhausen_switzerland_through_the_northern_ridge_run_in_a_common_tunnel_the_lines_to_schaffhausen,HAS_FACT
place_romanshorn_switzerland,fact_place_place_romanshorn_switzerland_through_the_northern_ridge_run_in_a_common_tunnel_the_lines_to_romanshorn,HAS_FACT
place_st_gallen_switzerland,fact_place_place_st_gallen_switzerland_through_the_northern_ridge_run_in_a_common_tunnel_the_lines_to_st_gallen,HAS_FACT
place_glatt_valley,fact_place_place_glatt_valley_through_the_northern_ridge_run_in_a_common_tunnel_the_lines_into_the_glatt_valley,HAS_FACT
place_sihl_valley_railway,fact_place_place_sihl_valley_railway_secondary_lines_include_the_sihl_valley_railway,HAS_FACT
place_limmat_valley_tramway,fact_place_place_limmat_valley_tramway_secondary_lines_include_the_limmat_valley_tramway_with_branch_to_weiningen,HAS_FACT
place_weiningen_switzerland,fact_place_place_weiningen_switzerland_the_limmat_valley_tramway_has_a_branch_to_weiningen,HAS_FACT
place_zurich_hoengg,fact_place_place_zurich_hoengg_secondary_lines_include_the_tram_lines_zurich_hoengg,HAS_FACT
place_zurich_oerlikon_seebach,fact_place_place_zurich_oerlikon_seebach_secondary_lines_include_the_tram_lines_zurich_oerlikon_seebach,HAS_FACT
place_uetliberg_zurich_switzerland,fact_place_place_uetliberg_zurich_switzerland_there_is_an_adhesion_railway_to_the_uetliberg,HAS_FACT
place_zurich_switzerland,fact_place_place_zurich_switzerland_municipality_and_capital_of_the_canton_and_district_of_zurich,HAS_FACT
place_zurich_switzerland,fact_place_place_zurich_switzerland_largest_city_of_switzerland,HAS_FACT
place_zurich_switzerland,fact_place_place_zurich_switzerland_the_federal_observatory_is_located_on_the_zurichberg,HAS_FACT
place_zurich_switzerland,fact_place_place_zurich_switzerland_the_altitude_of_the_observatory_is_470_m,HAS_FACT
place_zurich_switzerland,fact_place_place_zurich_switzerland_the_city_area_extends_westward_to_the_ridge_of_the_uetliberg,HAS_FACT
place_zurich_switzerland,fact_place_place_zurich_switzerland_the_summit_signal_of_the_uetliberg_lies_on_the_city_boundary_at_874_m_above_sea_level,HAS_FACT
place_zurichberg_zurich_switzerland,fact_place_place_zurichberg_zurich_switzerland_the_federal_observatory_is_located_on_the_zurichberg,HAS_FACT
place_zurichberg_zurich_switzerland,fact_place_place_zurichberg_zurich_switzerland_the_geographical_coordinates_of_the_federal_observatory_are_47_22_38_n_latitude_and_8_33_3_9_e_longitude_from_greenwich,HAS_FACT
place_zurichberg_zurich_switzerland,fact_place_place_zurichberg_zurich_switzerland_the_altitude_of_the_observatory_is_470_m,HAS_FACT
place_limmat_switzerland,fact_place_place_limmat_switzerland_the_limmat_descends_to_level_400_m_before_hoengg_over_a_distance_of_6_km_within_the_city_area,HAS_FACT
place_limmat_switzerland,fact_place_place_limmat_switzerland_the_average_gradient_of_the_limmat_in_the_city_area_is_1_5,HAS_FACT
place_uetliberg_zurich_switzerland,fact_place_place_uetliberg_zurich_switzerland_the_city_area_extends_westward_to_the_ridge_of_the_uetliberg,HAS_FACT
place_uetliberg_zurich_switzerland,fact_place_place_uetliberg_zurich_switzerland_the_summit_signal_of_the_uetliberg_lies_on_the_city_boundary_at_874_m_above_sea_level,HAS_FACT
place_baldern_zurich_switzerland,fact_place_place_baldern_zurich_switzerland_the_boundary_follows_the_ridge_to_the_baldern,HAS_FACT
place_leimbach_zurich_switzerland,fact_place_place_leimbach_zurich_switzerland_the_boundary_includes_the_former_municipality_of_leimbach_to_the_sihl,HAS_FACT
place_sihl_river_zurich_switzerland,fact_place_place_sihl_river_zurich_switzerland_the_boundary_includes_the_former_municipality_of_leimbach_to_the_sihl,HAS_FACT
place_etlisberg_zurich_switzerland,fact_place_place_etlisberg_zurich_switzerland_the_boundary_is_south_of_the_etlisberg_between_wollishofen_and_mönchhof_to_the_lake,HAS_FACT
place_wollishofen_zurich_switzerland,fact_place_place_wollishofen_zurich_switzerland_the_boundary_is_south_of_the_etlisberg_between_wollishofen_and_mönchhof_to_the_lake,HAS_FACT
place_mönchhof,fact_place_place_mönchhof_the_boundary_is_south_of_the_etlisberg_between_wollishofen_and_mönchhof_to_the_lake,HAS_FACT
place_lake_zurich_switzerland,fact_place_place_lake_zurich_switzerland_the_boundary_reaches_the_lake_south_of_the_etlisberg_between_wollishofen_and_mönchhof,HAS_FACT
place_burghölzli_psychiatric_hospital_zurich_switzerland,fact_place_place_burghölzli_psychiatric_hospital_zurich_switzerland_on_the_right_bank_the_boundary_runs_south_of_the_burghölzli_psychiatric_hospital_up_to_the_realp,HAS_FACT
place_realp,fact_place_place_realp_the_boundary_runs_south_of_the_burghölzli_psychiatric_hospital_up_to_the_realp,HAS_FACT
place_wehrenbach_zurich_switzerland,fact_place_place_wehrenbach_zurich_switzerland_the_boundary_crosses_the_wehrenbach,HAS_FACT
place_elefantenbach_zurich_switzerland,fact_place_place_elefantenbach_zurich_switzerland_the_boundary_follows_the_middle_course_of_the_elefantenbach_for_a_short_distance,HAS_FACT
place_loorenkopf_zurich_switzerland,fact_place_place_loorenkopf_zurich_switzerland_the_boundary_encircles_the_loorenkopf,HAS_FACT
place_glatt_valley_zurich_switzerland,fact_place_place_glatt_valley_zurich_switzerland_the_boundary_runs_in_a_fairly_regular_direction_from_se_to_nw_on_the_glatt_valley_side_of_the_zurichberg,HAS_FACT
place_zurichberg_zurich_switzerland,fact_place_place_zurichberg_zurich_switzerland_the_boundary_runs_on_the_glatt_valley_side_of_the_zurichberg,HAS_FACT
place_käferberg_zurich_switzerland,fact_place_place_käferberg_zurich_switzerland_the_boundary_reaches_the_northern_slope_of_the_käferberg_via_the_saddle_of_the_milchbuck,HAS_FACT
